Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N
"9","Argentina","23082","Total FDI inflows","6110","Value US$","millions","2439.000000","X","UNCTAD","4430.978000","X","UNCTAD","2793.085000","X","UNCTAD","3634.932000","X","UNCTAD","5609.423000","X","UNCTAD","6948.537000","X","UNCTAD","9160.272000","X","UNCTAD","7290.657000","X","UNCTAD","23987.696000","X","UNCTAD","10418.314000","X","UNCTAD","2166.137000","X","UNCTAD","2148.908000","X","UNCTAD","1652.011000","X","UNCTAD","4124.705000","X","UNCTAD","5265.263000","X","UNCTAD","5537.348000","X","UNCTAD","6473.158000","X","UNCTAD","9725.553000","X","UNCTAD","4017.159000","X","UNCTAD","11332.719000","X","UNCTAD","10839.931000","X","UNCTAD","15323.934000","X","UNCTAD","9821.662000","X","UNCTAD","5065.336000","X","UNCTAD","11758.994000","X","UNCTAD","3260.164342","X","UNCTAD","11516.861462","X","UNCTAD","11872.856663","X","UNCTAD","6663.062112","X","UNCTAD","4122.734958","X","UNCTAD"
"9","Argentina","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","3718.849490","Fc","Calculated","6179.635691","Fc","Calculated","3999.445851","Fc","Calculated","5061.021607","Fc","Calculated","7576.154942","Fc","Calculated","9388.874476","Fc","Calculated","12433.048124","Fc","Calculated","10067.131637","Fc","Calculated","33742.572475","Fc","Calculated","14504.590847","Fc","Calculated","3049.149290","Fc","Calculated","7100.964239","Fc","Calculated","4678.168504","Fc","Calculated","10777.850651","Fc","Calculated","12387.600784","Fc","Calculated","12048.137301","Fc","Calculated","12419.410107","Fc","Calculated","15386.634244","Fc","Calculated","6499.920716","Fc","Calculated","15926.045274","Fc","Calculated","12990.416511","Fc","Calculated","16572.703804","Fc","Calculated","10312.040788","Fc","Calculated","5607.627196","Fc","Calculated","11758.994000","Fc","Calculated","3692.613720","Fc","Calculated","11617.984399","Fc","Calculated","14439.332500","Fc","Calculated","9165.941632","Fc","Calculated",,,
"9","Argentina","23085","Total FDI outflows","6110","Value US$","millions","49.385694","X","UNCTAD","1165.914300","X","UNCTAD","705.070000","X","UNCTAD","1012.844000","X","UNCTAD","1497.149000","X","UNCTAD","1600.749000","X","UNCTAD","3652.818000","X","UNCTAD","2325.477000","X","UNCTAD","1730.283000","X","UNCTAD","901.028000","X","UNCTAD","160.877000","X","UNCTAD","-627.134000","X","UNCTAD","773.781000","X","UNCTAD","675.986000","X","UNCTAD","1311.060000","X","UNCTAD","2438.721000","X","UNCTAD","1504.233000","X","UNCTAD","1390.935000","X","UNCTAD","711.546000","X","UNCTAD","964.761000","X","UNCTAD","1488.000000","X","UNCTAD","1054.850000","X","UNCTAD","889.973000","X","UNCTAD","1920.541000","X","UNCTAD","875.233000","X","UNCTAD","1786.530935","X","UNCTAD","1155.630218","X","UNCTAD","1802.220667","X","UNCTAD","1539.216163","X","UNCTAD","1234.012059","X","UNCTAD"
"9","Argentina","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions","75.300518","Fc","Calculated","1626.035070","Fc","Calculated","1009.596660","Fc","Calculated","1410.212177","Fc","Calculated","2022.067652","Fc","Calculated","2162.934648","Fc","Calculated","4957.894480","Fc","Calculated","3211.080027","Fc","Calculated","2433.922771","Fc","Calculated","1254.429698","Fc","Calculated","226.457510","Fc","Calculated","-2072.334463","Fc","Calculated","2191.194794","Fc","Calculated","1766.350842","Fc","Calculated","3084.534976","Fc","Calculated","5306.158372","Fc","Calculated","2886.023564","Fc","Calculated","2200.574929","Fc","Calculated","1151.309317","Fc","Calculated","1355.793553","Fc","Calculated","1783.197676","Fc","Calculated","1140.811270","Fc","Calculated","934.407830","Fc","Calculated","2126.152725","Fc","Calculated","875.233000","Fc","Calculated","2023.508004","Fc","Calculated","1165.777142","Fc","Calculated","2191.794627","Fc","Calculated","2117.399668","Fc","Calculated",,,
"1","Armenia","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000","X","UNCTAD","3.400000","X","UNCTAD",,,,,,,,,,,,,,,,"22.920000","X","INTRACEN","6.700000","X","INTRACEN","4.780000","X","INTRACEN","2.840000","X","INTRACEN","36.130000","X","INTRACEN","7.170000","X","INTRACEN","11.550000","X","INTRACEN","26.160000","X","INTRACEN","7.310000","X","INTRACEN","6.090000","X","INTRACEN","5.390000","X","INTRACEN","2.470000","X","INTRACEN",,,
"1","Armenia","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.378100","Fc","Calculated","6.592444","Fc","Calculated",,,,,,,,,,,,,,,,"17.887943","Fc","Calculated","6.053706","Fc","Calculated","4.122680","Fc","Calculated","2.340492","Fc","Calculated","32.499190","Fc","Calculated","6.358920","Fc","Calculated","10.170208","Fc","Calculated","26.160000","Fc","Calculated","7.327564","Fc","Calculated","6.005443","Fc","Calculated","5.174036","Fc","Calculated","2.324225","Fc","Calculated",,,
"1","Armenia","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.286250","Fc","Calculated","3.070671","Fc","Calculated",,,,,,,,,,,,,,,,"2.428653","Fc","Calculated","0.881531","Fc","Calculated","0.903043","Fc","Calculated","0.434769","Fc","Calculated","7.274936","Fc","Calculated","2.071701","Fc","Calculated","2.840780","Fc","Calculated","14.207509","Fc","Calculated","2.190372","Fc","Calculated","2.426922","Fc","Calculated","2.120827","Fc","Calculated","0.972145","Fc","Calculated",,,
"1","Armenia","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,"13.900000","X","UNCTAD","32.599998","X","UNCTAD","-10.200000","X","UNCTAD","2.800000","X","UNCTAD","6.600000","X","UNCTAD","9.500000","X","UNCTAD","34.700001","X","UNCTAD","26.400000","X","UNCTAD",,,,"21.150000","X","INTRACEN","25.380000","X","INTRACEN","29.430000","X","INTRACEN","28.790000","X","INTRACEN","38.530000","X","INTRACEN","25.840000","X","INTRACEN","29.370000","X","INTRACEN","52.060000","X","INTRACEN","17.090000","X","INTRACEN","13.510000","X","INTRACEN","-17.580000","X","INTRACEN","6.760000","X","INTRACEN","2.140000","X","INTRACEN",,,
"1","Armenia","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,"24.558998","Fc","Calculated","60.978457","Fc","Calculated","-19.505516","Fc","Calculated","5.293406","Fc","Calculated","12.797096","Fc","Calculated","17.782769","Fc","Calculated","56.315355","Fc","Calculated","35.606436","Fc","Calculated",,,,"19.551291","Fc","Calculated","19.807853","Fc","Calculated","26.591131","Fc","Calculated","24.830953","Fc","Calculated","31.753226","Fc","Calculated","23.243263","Fc","Calculated","26.047625","Fc","Calculated","45.840781","Fc","Calculated","17.090000","Fc","Calculated","13.542461","Fc","Calculated","-17.335910","Fc","Calculated","6.489143","Fc","Calculated","2.013701","Fc","Calculated",,,
"1","Armenia","23081","FDI inflows to Food, Beverages and Tobacco","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,"5.981711","Fc","Calculated","26.713865","Fc","Calculated","-9.789901","Fc","Calculated","4.007500","Fc","Calculated","5.960713","Fc","Calculated","7.732819","Fc","Calculated","14.040568","Fc","Calculated","9.038836","Fc","Calculated",,,,"3.167723","Fc","Calculated","2.689320","Fc","Calculated","3.872160","Fc","Calculated","5.439040","Fc","Calculated","5.898474","Fc","Calculated","5.202998","Fc","Calculated","8.486173","Fc","Calculated","12.804418","Fc","Calculated","9.281587","Fc","Calculated","4.048142","Fc","Calculated","-7.005795","Fc","Calculated","2.659887","Fc","Calculated","0.842264","Fc","Calculated",,,
"1","Armenia","23082","Total FDI inflows","6110","Value US$","millions","19.620000","X","UNCTAD","2.400000","X","UNCTAD","0.800000","X","UNCTAD","8.000000","X","UNCTAD","25.320000","X","UNCTAD","17.570000","X","UNCTAD","51.940000","X","UNCTAD","232.375000","X","UNCTAD","122.034000","X","UNCTAD","104.189000","X","UNCTAD","69.869000","X","UNCTAD","110.725000","X","UNCTAD","122.853000","X","UNCTAD","247.141000","X","UNCTAD","292.073000","X","UNCTAD","466.532000","X","UNCTAD","667.672000","X","UNCTAD","943.733000","X","UNCTAD","760.041000","X","UNCTAD","529.321392","X","UNCTAD","653.219757","X","UNCTAD","496.636701","X","UNCTAD","346.092394","X","UNCTAD","406.578407","X","UNCTAD","184.127986","X","UNCTAD","333.733314","X","UNCTAD","250.935110","X","UNCTAD","254.146164","X","UNCTAD","254.077252","X","UNCTAD","117.296453","X","UNCTAD"
"1","Armenia","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","47.390961","Fc","Calculated","5.667903","Fc","Calculated","1.845572","Fc","Calculated","18.069867","Fc","Calculated","56.016584","Fc","Calculated","33.165085","Fc","Calculated","98.719722","Fc","Calculated","410.568143","Fc","Calculated","228.265200","Fc","Calculated","199.241197","Fc","Calculated","132.087492","Fc","Calculated","214.690678","Fc","Calculated","229.964902","Fc","Calculated","401.090278","Fc","Calculated","393.927214","Fc","Calculated","546.711635","Fc","Calculated","617.203287","Fc","Calculated","736.537606","Fc","Calculated","686.726119","Fc","Calculated","456.531939","Fc","Calculated","538.329479","Fc","Calculated","446.728224","Fc","Calculated","306.941949","Fc","Calculated","358.007526","Fc","Calculated","184.127986","Fc","Calculated","334.535195","Fc","Calculated","247.451000","Fc","Calculated","243.963142","Fc","Calculated","239.082027","Fc","Calculated",,,
"1","Armenia","23085","Total FDI outflows","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,"11.546000","X","UNCTAD",,,,,,,,,,"0.002000","X","UNCTAD","0.609000","X","UNCTAD","-0.124000","X","UNCTAD","5.389000","X","UNCTAD","22.627000","X","UNCTAD","8.892000","X","UNCTAD","30.506000","X","UNCTAD","52.240000","X","UNCTAD","27.459060","X","UNCTAD","219.081534","X","UNCTAD","23.425969","X","UNCTAD","30.262870","X","UNCTAD","28.804083","X","UNCTAD","28.751924","X","UNCTAD","70.519382","X","UNCTAD","29.056824","X","UNCTAD","7.012506","X","UNCTAD","-142.555366","X","UNCTAD","-27.278869","X","UNCTAD"
"1","Armenia","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,"20.399870","Fc","Calculated",,,,,,,,,,"0.003878","Fc","Calculated","1.139969","Fc","Calculated","-0.201242","Fc","Calculated","7.268299","Fc","Calculated","26.515746","Fc","Calculated","8.219862","Fc","Calculated","23.808446","Fc","Calculated","47.200838","Fc","Calculated","23.683037","Fc","Calculated","180.548808","Fc","Calculated","21.071825","Fc","Calculated","26.839493","Fc","Calculated","25.363074","Fc","Calculated","28.751924","Fc","Calculated","70.688824","Fc","Calculated","28.653384","Fc","Calculated","6.731532","Fc","Calculated","-134.141981","Fc","Calculated",,,
"22","Aruba","23082","Total FDI inflows","6110","Value US$","millions","184.749000","X","UNCTAD","-16.256983","X","UNCTAD","-2.569832","X","UNCTAD","-58.770950","X","UNCTAD","1.117318","X","UNCTAD","84.469274","X","UNCTAD","195.921788","X","UNCTAD","83.575419","X","UNCTAD","467.541899","X","UNCTAD","-127.932961","X","UNCTAD","-266.927374","X","UNCTAD","332.122905","X","UNCTAD","159.776536","X","UNCTAD","-105.652381","X","UNCTAD","-207.042781","X","UNCTAD","221.347760","X","UNCTAD","-469.737591","X","UNCTAD","19.553073","X","UNCTAD","-10.701411","X","UNCTAD","236.871508","X","UNCTAD","489.497207","X","UNCTAD","-316.424581","X","UNCTAD","227.318436","X","UNCTAD","208.324022","X","UNCTAD","-26.871508","X","UNCTAD","27.541899","X","UNCTAD","87.862279","X","UNCTAD","110.175650","X","UNCTAD","-133.317939","X","UNCTAD","113.710125","X","UNCTAD"
"22","Aruba","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","343.501785","Fc","Calculated","-29.121957","Fc","Calculated","-4.371913","Fc","Calculated","-94.046009","Fc","Calculated","1.845947","Fc","Calculated","135.227647","Fc","Calculated","304.618504","Fc","Calculated","127.492897","Fc","Calculated","697.408408","Fc","Calculated","-183.406965","Fc","Calculated","-371.981184","Fc","Calculated","447.958772","Fc","Calculated","207.913772","Fc","Calculated","-134.091089","Fc","Calculated","-254.147806","Fc","Calculated","262.231174","Fc","Calculated","-530.455070","Fc","Calculated","20.542222","Fc","Calculated","-11.296190","Fc","Calculated","252.852818","Fc","Calculated","491.567196","Fc","Calculated","-315.273831","Fc","Calculated","231.710981","Fc","Calculated","208.039009","Fc","Calculated","-26.871508","Fc","Calculated","27.669928","Fc","Calculated","87.348669","Fc","Calculated","105.457482","Fc","Calculated","-123.255371","Fc","Calculated",,,
"22","Aruba","23085","Total FDI outflows","6110","Value US$","millions","177.070330","X","UNCTAD","9.944134","X","UNCTAD","6.871508","X","UNCTAD","1.508380","X","UNCTAD","1.675978","X","UNCTAD","0.335196","X","UNCTAD","-1.675978","X","UNCTAD","1.396648","X","UNCTAD","-1.787709","X","UNCTAD","2.625698","X","UNCTAD","-3.631285","X","UNCTAD","-6.201117","X","UNCTAD","-3.240223","X","UNCTAD","-8.181729","X","UNCTAD","-8.863535","X","UNCTAD","-12.822665","X","UNCTAD","39.607646","X","UNCTAD","2.581596","X","UNCTAD","1.437358","X","UNCTAD","5.804469","X","UNCTAD","3.160894","X","UNCTAD","2.813408","X","UNCTAD","4.423464","X","UNCTAD","-35.083799","X","UNCTAD","10.335196","X","UNCTAD","-0.391061","X","UNCTAD","8.579362","X","UNCTAD","4.624964","X","UNCTAD","1.666465","X","UNCTAD","-10.041281","X","UNCTAD"
"22","Aruba","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions","329.224918","Fc","Calculated","17.813431","Fc","Calculated","11.690116","Fc","Calculated","2.413728","Fc","Calculated","2.768920","Fc","Calculated","0.536618","Fc","Calculated","-2.605804","Fc","Calculated","2.130563","Fc","Calculated","-2.666635","Fc","Calculated","3.764248","Fc","Calculated","-5.060439","Fc","Calculated","-8.363906","Fc","Calculated","-4.216433","Fc","Calculated","-10.384024","Fc","Calculated","-10.880108","Fc","Calculated","-15.191039","Fc","Calculated","44.727263","Fc","Calculated","2.712193","Fc","Calculated","1.517246","Fc","Calculated","6.196087","Fc","Calculated","3.174261","Fc","Calculated","2.803176","Fc","Calculated","4.508940","Fc","Calculated","-35.035800","Fc","Calculated","10.335196","Fc","Calculated","-0.392879","Fc","Calculated","8.529211","Fc","Calculated","4.426905","Fc","Calculated","1.540683","Fc","Calculated",,,
"10","Australia","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,"-280.500000","X","UNCTAD","-68.000000","X","UNCTAD","49.000000","X","UNCTAD","43.000000","X","UNCTAD","-32.900002","X","UNCTAD","-12.600000","X","UNCTAD","-146.399990","X","UNCTAD","89.699997","X","UNCTAD","151.899990","X","UNCTAD","-12.900000","X","UNCTAD","15.800000","X","UNCTAD","-7.800000","X","UNCTAD","155.200000","X","UNCTAD","-130.600010","X","UNCTAD","-75.300003","X","INTRACEN","-3.300000","X","INTRACEN","12.600000","X","INTRACEN","-11.700000","X","OECD","11.920000","X","OECD","43.320000","X","OECD",,,,"146.660000","X","OECD",,,,"336.614321","X","INTRACEN","57.979633","X","INTRACEN","308.840000","X","OECD","-366.770000","X","OECD",,,,,,
"10","Australia","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,"-508.303192","Fc","Calculated","-131.737501","Fc","Calculated","86.339657","Fc","Calculated","72.768749","Fc","Calculated","-52.096862","Fc","Calculated","-20.772952","Fc","Calculated","-284.136653","Fc","Calculated","165.248752","Fc","Calculated","297.655186","Fc","Calculated","-27.547562","Fc","Calculated","31.149700","Fc","Calculated","-12.469645","Fc","Calculated","210.797390","Fc","Calculated","-162.548413","Fc","Calculated","-90.508510","Fc","Calculated","-3.415000","Fc","Calculated","12.387919","Fc","Calculated","-12.228798","Fc","Calculated","9.969473","Fc","Calculated","31.632675","Fc","Calculated",,,,"112.897018","Fc","Calculated",,,,"336.614321","Fc","Calculated","56.485039","Fc","Calculated","286.429737","Fc","Calculated","-337.464576","Fc","Calculated",,,,,,
"10","Australia","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,"-5.119191","Fc","Calculated","-1.676976","Fc","Calculated","1.028857","Fc","Calculated","0.368190","Fc","Calculated","-0.584398","Fc","Calculated","-0.162319","Fc","Calculated","-2.647925","Fc","Calculated","4.856113","Fc","Calculated","1.070399","Fc","Calculated","-0.164847","Fc","Calculated","0.110907","Fc","Calculated","-0.123050","Fc","Calculated","0.391803","Fc","Calculated","0.461571","Fc","Calculated","-0.286161","Fc","Calculated","-0.007956","Fc","Calculated","0.026862","Fc","Calculated","-0.036686","Fc","Calculated","0.032395","Fc","Calculated","0.073509","Fc","Calculated",,,,"0.258361","Fc","Calculated",,,,"1.137969","Fc","Calculated","0.119789","Fc","Calculated","0.682894","Fc","Calculated","-0.535607","Fc","Calculated",,,,,,
"10","Australia","23082","Total FDI inflows","6110","Value US$","millions","4055.275129","X","UNCTAD","5479.381633","X","UNCTAD","4054.917854","X","UNCTAD","4762.566258","X","UNCTAD","11678.761777","X","UNCTAD","5629.724696","X","UNCTAD","7762.472354","X","UNCTAD","5528.856725","X","UNCTAD","1847.156360","X","UNCTAD","14190.963747","X","UNCTAD","7825.430321","X","UNCTAD","14246.207676","X","UNCTAD","6338.891375","X","UNCTAD","39611.693326","X","UNCTAD","-28294.653562","X","UNCTAD","26313.847451","X","UNCTAD","41479.578602","X","UNCTAD","46905.668607","X","UNCTAD","31892.309252","X","UNCTAD","36795.516254","X","UNCTAD","58931.594089","X","UNCTAD","59574.384371","X","UNCTAD","56765.523633","X","UNCTAD","58506.706570","X","UNCTAD","29580.268802","X","UNCTAD","48401.364843","X","UNCTAD","45225.175511","X","UNCTAD","68477.419509","X","UNCTAD","39224.000995","X","UNCTAD","20146.102946","X","UNCTAD"
"10","Australia","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","6990.214586","Fc","Calculated","9929.366030","Fc","Calculated","7855.658037","Fc","Calculated","8391.802769","Fc","Calculated","19763.927646","Fc","Calculated","8914.619259","Fc","Calculated","12797.576413","Fc","Calculated","10730.539306","Fc","Calculated","3402.901820","Fc","Calculated","27807.861991","Fc","Calculated","16710.971235","Fc","Calculated","28086.398377","Fc","Calculated","10133.811083","Fc","Calculated","53801.814224","Fc","Calculated","-35216.314535","Fc","Calculated","31628.513006","Fc","Calculated","42925.080694","Fc","Calculated","46116.159949","Fc","Calculated","33333.726242","Fc","Calculated","30774.487730","Fc","Calculated","43032.409683","Fc","Calculated","43391.517806","Fc","Calculated","43697.383980","Fc","Calculated","48500.958774","Fc","Calculated","29580.268802","Fc","Calculated","47153.678509","Fc","Calculated","41943.514905","Fc","Calculated","63005.980189","Fc","Calculated","38040.190274","Fc","Calculated",,,
"10","Australia","23083","FDI outflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,"0.700000","X","UNCTAD",,,,,,,"-5.900000","X","UNCTAD",,,,,,,,,,,,,"9.800000","X","UNCTAD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","Australia","23083","FDI outflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,"1.233424","Fc","Calculated",,,,,,,"-9.727017","Fc","Calculated",,,,,,,,,,,,,"19.320700","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10","Australia","23083","FDI outflows to Agriculture, Forestry and Fishing","6142","Share of Total FDI outflows US$","%",,,,,,,,,,"0.031999","Fc","Calculated",,,,,,,"-0.101644","Fc","Calculated",,,,,,,,,,,,,"0.148947","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
